17644,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,"LTLPRAJURIT KULON"
17795,LTL_SMG(TRIP_ONCALL),DEFAULT,ALL,LTLNGALIYAN(1P),LTLCIKUPA
17916,LTL_SMG(TRIP_ONCALL),DEFAULT,ALL,LTLNGALIYAN,LTLWONOPLOSO
17977,LTL_SMG(TRIP_ONCALL),DEFAULT,ALL,LTLNGALIYAN,LTLWONOPLOSO
18007,LTL_SMG(TRIP_ONCALL),DEFAULT,ALL,LTLNGALIYAN,LTLWONOPLOSO
18008,LTL_SMG(TRIP_ONCALL),DEFAULT,ALL,LTLNGALIYAN,LTLWONOPLOSO
18297,MKI(KG),DEFAULT,ALL,MKIKLAPANUNGGAL,MKICITEUREUP
18344,MKI(KG),DEFAULT,ALL,MKIKLAPANUNGGAL,"MKICIKARANG TIMUR"
18351,MKI(KG),DEFAULT,ALL,MKIKLAPANUNGGAL,MKICITEUREUP
18352,MKI(KG),DEFAULT,ALL,MKIKLAPANUNGGAL,"MKICIKARANG TIMUR"
18382,MKI(SR),DEFAULT,ALL,MKIKLAPANUNGGAL,"MKICIKARANG TIMUR"
18714,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG UTARA"
18715,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG UTARA"
18845,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),NLSCILEGON
18846,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),NLSCILEGON
18847,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),NLSCILEGON
18884,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG UTARA"
18963,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG UTARA"
18964,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG UTARA"
19158,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG SELATAN"
19202,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG SELATAN"
19203,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG SELATAN"
19240,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG UTARA"
19368,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG SELATAN"
19369,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG SELATAN"
19408,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),NLSCILEGON
19409,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),NLSCILEGON
19549,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),NLSCILEGON
19556,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG SELATAN"
19721,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG UTARA"
19723,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG SELATAN"
19728,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG UTARA"
19782,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,NLSCILEGON
19820,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,NLSCILEGON
19874,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG SELATAN"
19889,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG SELATAN"
20005,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG UTARA"
20156,"NLS(RENTAL VARIABLE)",DEFAULT,ALL,NLSRAWALUMBU,NLSCILEGON
20180,NLS(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
20181,NLS(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
20182,NLS(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
20183,NLS(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
20251,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU,NLSCILEGON
20342,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG SELATAN"
20343,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG UTARA"
20364,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG SELATAN"
20365,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU,"NLSCIKARANG UTARA"
20390,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU,NLSCILEGON
20675,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG SELATAN"
20676,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG SELATAN"
20677,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG UTARA"
20678,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R1),"NLSCIKARANG UTARA"
20689,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R1),NLSCILEGON
20690,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R1),NLSCILEGON
20902,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG SELATAN"
21056,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG SELATAN"
21057,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG UTARA"
21058,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R2),"NLSCIKARANG UTARA"
21116,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R2),NLSCILEGON
21117,NLS(TRIP_ONCALL),DEFAULT,ALL,NLSRAWALUMBU(R2),NLSCILEGON
21272,NLS_SMG(RENTAL_VAR),DEFAULT,ALL,NLSBUDURAN,NLSNGALIYAN(BL)
21303,NNA(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
21304,NNA(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
21523,PKU_BULK(KG),DEFAULT,ALL,"PKUCIMARAGAS(OS)(FROM NAGREG)",PKUCIKAMPEK(OS)24
21529,PKU_BULK(KG),DEFAULT,ALL,"PKUCIMARAGAS(OS)(FROM DARMA KUNINGAN)",PKUCIKAMPEK(OS)24
21530,PKU_BULK(KG),DEFAULT,ALL,"PKUCIMARAGAS(AMT)(FROM DARMA KUNINGAN)",PKUCIKAMPEK(AMT)(24)
21534,PKU_BULK(KG),DEFAULT,ALL,"PKUCIMARAGAS(AMT)(FROM NAGREG)",PKUCIKAMPEK(AMT)(24)
21535,PKU_BULK(KG),DEFAULT,ALL,"PKUCIMARAGAS(AMT)(FROM BATUJAJAR)",PKUCIKAMPEK(AMT)(24)
21536,PKU_BULK(KG),DEFAULT,ALL,"PKUCIMARAGAS(OS)(FROM BATUJAJAR)",PKUCIKAMPEK(OS)24
22465,PTA_SMG(TRIP),DEFAULT,ALL,PTAMASARAN(1P),PTAPADEMAWU
22480,QHL_SBY(TRIP),DEFAULT,ALL,QHLBRONDONG,"QHLSIDOMULYO LAMPUNG"
22481,QHL_SBY(TRIP),DEFAULT,ALL,QHLBRONDONG,"QHLSIDOMULYO LAMPUNG"
22545,RAK_SMG(TRIP),DEFAULT,ALL,"RAKSEMARANG UTARA",RAKJATEN
22561,RII(TRIP_ONCALL),DEFAULT,ALL,RIICIKUPA,"RIIBABAKAN CIPARAY"
22566,RII(TRIP_ONCALL),DEFAULT,ALL,RIIKALIDERES,"RIIBABAKAN CIPARAY"
22567,RII(TRIP_ONCALL),DEFAULT,ALL,RIICIKUPA,"RIIBABAKAN CIPARAY(MPU)"
22568,RII(TRIP_ONCALL),DEFAULT,ALL,RIIKALIDERES,"RIIBABAKAN CIPARAY"
22583,RII(TRIP_ONCALL),DEFAULT,ALL,RIIKALIDERES,"RIIBABAKAN CIPARAY"
22584,RII(TRIP_ONCALL),DEFAULT,ALL,RIIKALIDERES,"RIIBABAKAN CIPARAY"
22585,RII(TRIP_ONCALL),DEFAULT,ALL,RIICIKUPA,"RIIBABAKAN CIPARAY"
22609,RII(TRIP_ONCALL),DEFAULT,ALL,RIICIKUPA,"RIIBABAKAN CIPARAY"
22640,RII(TRIP_ONCALL),DEFAULT,ALL,RIIKALIDERES,"RIIBABAKAN CIPARAY"
22641,RII(TRIP_ONCALL),DEFAULT,ALL,RIICIKUPA,"RIIBABAKAN CIPARAY"
22645,RII(TRIP_ONCALL),DEFAULT,ALL,RIICIKUPA,"RIIBABAKAN CIPARAY"
22703,RKN(TRIP_ONCALL),DEFAULT,ALL,"RKNTAMBUN SEKATAN","RKNTELUKJAMBE TIMUR"
22713,RLI(TRIP_ONCALL),DEFAULT,ALL,"RLICIKARANG SELATAN","RLICIKARANG BARAT"
22728,RPT_SBY(TRIP),DEFAULT,ALL,RPTKRAMATWATU,RPTPUNGGING
22729,RPT_SBY(TRIP),DEFAULT,ALL,RPTPUNGGING,RPTKRAMATWATU
22730,RPT_SBY(TRIP),DEFAULT,ALL,RPTPUNGGING,RPTKRAMATWATU
22731,RPT_SBY(TRIP),DEFAULT,ALL,RPTPUNGGING,RPTKRAMATWATU
22732,RPT_SBY(TRIP),DEFAULT,ALL,RPTPUNGGING,RPTKRAMATWATU
22795,RTI(TRIP_ONCALL),DEFAULT,ALL,"RTIDENPASAR BARAT",RTITANDES(BL)
23433,RTI_SBY(TRIP),DEFAULT,ALL,RTISINGOSARI,RTITANDES(BL)
23462,RVS(TRIP),DEFAULT,ALL,RVSCILEUNGSI,"RVSTELUKJAMBE TIMUR"
23480,RVS(TRIP),DEFAULT,ALL,RVSCILEUNGSI,RVSPALMERAH
23495,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG,"SAFSUKASARI BANDUNG"
23497,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG,"SAFSUKASARI BANDUNG"
23498,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG(1P),SAFPEDURUNGAN
23499,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG(1P),SAFPEDURUNGAN
23500,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG,"SAFSUKASARI BANDUNG"
23501,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG(1P),SAFPEDURUNGAN
23509,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG,"SAFSUKASARI BANDUNG"
23510,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG(1P),SAFPEDURUNGAN
23515,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG,"SAFPERCUT SEI TUAN"
23516,SAF(TRIP_ONCALL),DEFAULT,ALL,SAFCAKUNG(1P),SAFPEDURUNGAN
23559,SAM(RENTAL),DEFAULT,ALL,,
23562,SAM(RENTAL_VARIABLE),DEFAULT,ALL,"SAMCIKARANG BARAT","SAMKELAPA DUA TANGERANG"
23567,SAM(RENTAL_VARIABLE),DEFAULT,ALL,"SAMCIKARANG BARAT","SAMCIKARANG TIMUR"
23582,SAM(RENTAL_VARIABLE),DEFAULT,ALL,SAMCIBITUNG,"SAMCIKARANG TIMUR"
23611,SAM(RENTAL_VARIABLE),DEFAULT,ALL,SAMCIBITUNG,"SAMTANJUNG BARU"
23632,SAM(TRIP_ONCALL),DEFAULT,ALL,"SAMCIKARANG BARAT","SAMCIKARANG TIMUR"
23639,SAM(TRIP_ONCALL),DEFAULT,ALL,"SAMCIKARANG BARAT","SAMCIKARANG TIMUR"
23736,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,"SBECIKARANG SELATAN"
23737,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,"SBECIKARANG SELATAN"
23813,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,"SBECIKARANG SELATAN"
23814,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,"SBECIKARANG SELATAN"
23815,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,"SBECIKARANG SELATAN"
23844,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,SBECITEUREUP
23863,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,SBEWERU
23874,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,SBEWERU
23963,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,SBEWERU
23973,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,SBEWERU
23974,SBE(TRIP_ONCALL),DEFAULT,ALL,SBETARUMAJAYA,SBEWERU
24049,SBI(KG),DEFAULT,ALL,SBIKLAPANUNGGAL,"SBICIKARANG TIMUR"
24051,SBI(KG),DEFAULT,ALL,SBIKLAPANUNGGAL,"SBICIKARANG TIMUR"
24057,SBI(KG),DEFAULT,ALL,SBIKLAPANUNGGAL,SBICITEUREUP
24058,SBI(KG),DEFAULT,ALL,SBIKLAPANUNGGAL,SBICITEUREUP
24080,SBI(KG),DEFAULT,ALL,SBIKLAPANUNGGAL,SBISUKAJAYA
24109,SBI(KG),DEFAULT,ALL,SBIKLAPANUNGGAL,SBISUKAJAYA
24240,SBLCA(TRIP_KG),DEFAULT,ALL,SBLCIWANDAN,SBLTIGARAKSA
24250,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG BARAT","SBLCIKARANG SELATAN"
24264,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG BARAT","SBLTELUKJAMBE TIMUR"
24266,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG BARAT",SBLTIGARAKSA
24272,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG BARAT","SBLCIKARANG SELATAN"
24276,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG BARAT",SBLTIGARAKSA
24278,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG BARAT","SBLTELUKJAMBE TIMUR"
24293,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLCIKARANG SELATAN","SBLCIKARANG BARAT(BL)"
24294,SBLFP(TRIP_KG),DEFAULT,ALL,SBLTIGARAKSA,"SBLCIKARANG BARAT(BL)"
24298,SBLFP(TRIP_KG),DEFAULT,ALL,"SBLTELUKJAMBE TIMUR","SBLCIKARANG BARAT(BL)"
24313,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMEGAMENDUNG
24358,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
24360,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,AMATIGARAKSA
24373,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,AMATIGARAKSA
24374,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,AMATIGARAKSA
24404,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMEGAMENDUNG
24405,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMEGAMENDUNG
24430,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
24434,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
24440,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
24445,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
24448,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
24466,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
24477,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
24506,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
24507,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
24541,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
24558,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
24563,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
24571,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
24610,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
24614,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
24628,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
24635,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
24647,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
24649,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
24662,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
24692,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
24714,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
24715,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
24728,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
24731,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
24737,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
24760,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
24770,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
24777,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
24791,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
24792,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
24796,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
24809,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
24821,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
24826,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
24841,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
24852,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
24856,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
24859,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
24864,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
24870,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
24883,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
24913,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
24924,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
24925,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGMANDALAJATI
24944,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
24975,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISEENG
24981,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
24982,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
25025,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
25026,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIJERUK
25029,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
25032,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
25039,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
25044,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
25061,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
25073,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
25099,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILAKU
25107,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
25127,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
25139,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
25150,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
25192,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIPATAT
25198,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCILILIN
25205,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
25206,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCISARUA
25209,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGCIKADU
25230,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
25286,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
25293,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
25314,SCG(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
25328,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
25329,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
25348,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
25370,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKALIJATI
25435,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
25436,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
25439,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKALIJATI
25444,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
25493,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
25510,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
25526,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGJASINGA
25531,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
25539,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
25540,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
25548,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
25583,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
25610,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
25623,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
25624,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
25625,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEUWISADENG
25641,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGKETAPANG
25658,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGLEMBANG
25698,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
25730,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGTAMBUN
25756,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
25757,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGWARUNGKONDANG
25760,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
25761,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGBOJONG GEDE"
25766,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
25767,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGBOJONGSOANG
25773,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
25774,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
25775,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,SCGSUKAMAKMUR
25801,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
25802,SCGBRT(TRIP_ONCALL),DEFAULT,ALL,SCGKERTARAHARJA,"SCGKELAPA NUNGGAL"
